day,month,year,crimeDate,Crime_Total,Arson,Assault,Battery,Burglary,Concealed_Carry_License_Violation,Criminal_Damage,Criminal_Tresspass,Crim_Sexual_Assault,Criminal_Sexual_Assault,Deceptive_Practice,Domestic_Violence,Gambling,Homicide,Human_Trafficking,Interference_with_Public_Officer,Intimidation,Kidnapping,Liquor_Law_Violation,Motor_Vehicle_Theft,Narcotics,Other_Narcotic_Violation,Non_Criminal,Non_Criminal2,Non_Criminal_SUBJECT_SPECIFIED,Obscenity,Offence_Involving_Children,Public_Indecency,prostitution,Public_Peace_Violation,Ritualism,Robbery,Stalking,Theft,Weapon_Violation,Other_Offence,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
7,08,19,2019-08-18,759,1,52,193,24,,96,16,5,3,38,,,2,,11,,,,21,37,,,,,,6,,,3,,20,2,152,26,48,73.5,67.1,1010.0,9.3,7.9,19.0,29.9,82.0,66.9,0.18,999.9,1
1,08,19,2019-08-19,787,,68,128,26,,82,19,2,1,75,,,1,,4,1,,,40,48,,,,,,6,1,5,5,,28,3,171,23,50,75.6,66.0,1014.1,10.0,3.5,8.9,999.9,84.9,68.0,0.86,999.9,0
2,08,19,2019-08-20,732,1,61,128,25,,86,18,1,1,63,,2,2,,4,,,1,21,47,,,,,,8,,,4,,23,4,174,5,52,74.3,69.8,1014.8,8.6,3.7,15.0,22.9,84.9,68.0,0.0,999.9,0
3,08,19,2019-08-21,722,,48,111,27,,75,22,,1,58,,1,,,9,1,,,27,56,,,,,,,,,3,,26,4,198,15,39,73.1,66.9,1013.8,10.0,4.7,12.0,19.0,82.9,64.9,0.35,999.9,0
4,08,19,2019-08-22,754,2,58,135,29,2,82,14,1,1,66,,2,1,,1,1,,1,22,37,,,,,,6,,,1,,23,10,194,17,48,71.4,60.1,1015.2,10.0,8.1,15.9,22.9,82.9,64.0,0.02,999.9,0
5,08,19,2019-08-23,781,2,56,126,36,2,88,15,2,5,47,,1,2,,3,,2,,25,59,,,,,,3,,1,3,,16,2,221,23,40,67.6,52.8,1020.6,10.0,9.2,15.9,19.0,75.9,57.9,0.0,999.9,0
6,08,19,2019-08-24,818,1,56,177,31,,95,14,6,5,40,,,4,,5,,2,1,27,45,,,,,,6,,,6,,24,4,198,32,39,66.8,52.5,1023.9,10.0,7.6,15.9,20.0,75.0,57.9,0.0,999.9,0
7,08,19,2019-08-25,767,1,64,206,22,,89,11,1,1,34,,,3,1,2,1,,,24,43,,,,,,6,,,2,,29,5,157,26,37,68.6,52.9,1020.1,10.0,7.5,14.0,21.0,78.1,60.1,0.0,999.9,0
1,08,19,2019-08-26,730,1,66,125,38,1,61,26,4,,51,,,1,1,2,3,,,27,41,,,,,,10,,9,,,23,5,168,13,53,70.2,63.1,1011.0,8.9,8.9,15.9,24.1,78.1,61.0,0.05,999.9,0
2,08,19,2019-08-27,732,4,48,128,30,,84,16,4,2,58,,,2,,9,,,1,27,44,,,,,,7,,2,3,,17,4,194,15,31,71.6,62.9,1008.0,10.0,8.8,13.0,22.0,79.0,64.9,1.35,999.9,0
3,08,19,2019-08-28,753,1,64,128,23,,66,24,4,1,59,,,2,,5,,1,,19,40,,,,,,11,,2,6,,19,3,223,13,39,68.2,52.1,1012.4,10.0,10.9,21.0,33.0,79.0,59.0,0.0,999.9,0
4,08,19,2019-08-29,773,,52,139,38,1,73,17,2,2,55,,1,3,,7,,,,29,38,,,,,,4,,10,3,,25,8,204,13,49,69.8,56.3,1013.1,10.0,9.8,18.1,29.9,84.0,57.9,0.0,999.9,0
5,08,19,2019-08-30,767,2,61,137,18,,79,24,5,1,53,,,1,,4,,1,2,28,66,,,,,,8,,3,4,,30,4,173,20,43,69.6,52.7,1016.6,10.0,6.6,15.0,22.0,84.0,57.9,0.0,999.9,0
6,08,19,2019-08-31,774,1,51,151,25,2,76,30,3,3,42,,1,4,,6,2,1,2,32,47,,,,,1,3,,,3,,18,2,200,30,38,66.9,51.9,1023.8,10.0,7.6,15.0,999.9,75.0,59.0,0.0,999.9,0
7,09,19,2019-09-01,892,1,57,171,37,3,95,23,4,6,58,,3,3,1,7,,,1,20,44,,,,,,13,,,5,,39,10,198,32,59,66.9,60.3,1020.7,9.8,5.3,12.0,999.9,75.0,62.1,0.45,999.9,0
1,09,19,2019-09-02,777,,67,166,31,2,68,29,4,1,30,,1,1,,4,,,,34,33,,,,,,7,,,7,,18,4,190,29,49,70.0,61.5,1018.4,9.2,4.7,9.9,999.9,82.0,61.0,0.34,999.9,0
2,09,19,2019-09-03,680,1,54,107,26,1,68,22,,2,59,,,2,,5,1,2,2,21,46,,,,,,2,,2,5,,22,8,175,11,36,72.3,65.1,1013.5,9.8,9.5,24.1,35.9,82.0,61.0,0.05,999.9,0
3,09,19,2019-09-04,683,3,57,113,27,,51,17,,2,55,,,1,,4,1,,,20,47,,,,,,4,,,4,,20,4,193,11,49,67.6,57.0,1016.0,10.0,8.5,11.1,24.1,80.1,59.0,0.17,999.9,0
4,09,19,2019-09-05,649,1,48,122,28,2,65,27,2,2,64,,1,,,3,,,,17,34,,,,,,1,,,2,,15,4,170,8,32,63.9,52.2,1020.8,10.0,4.4,8.9,999.9,73.9,55.9,0.0,999.9,0
5,09,19,2019-09-06,773,3,52,133,31,1,77,32,1,,54,,1,,,7,1,1,2,28,51,,,,,,10,,,7,,21,3,195,13,48,67.3,57.7,1013.8,10.0,9.0,15.0,20.0,73.9,55.9,0.0,999.9,0
6,09,19,2019-09-07,737,,63,163,27,1,81,17,,1,40,,1,2,,5,1,,,25,42,,,,,,3,,,2,,22,5,183,16,37,66.3,55.9,1016.7,10.0,7.5,13.0,19.0,78.1,55.9,0.0,999.9,0
7,09,19,2019-09-08,720,1,60,178,21,1,82,18,3,5,45,,,4,,5,2,,2,16,29,,,,,1,2,,,5,,34,4,145,19,38,65.1,55.4,1018.4,9.9,7.7,12.0,999.9,78.1,55.9,0.0,999.9,0
1,09,19,2019-09-09,778,2,61,137,37,4,71,21,2,3,69,,1,2,,4,1,,2,16,42,,,,,,5,,6,2,,27,,184,17,62,66.5,58.5,1020.7,10.0,6.2,9.9,999.9,75.9,62.1,0.04,999.9,0
2,09,19,2019-09-10,720,1,64,142,33,1,62,15,3,3,44,,,2,,3,1,1,,15,31,,,,,,5,,,6,,25,5,188,16,53,78.0,66.5,1017.3,10.0,9.4,15.9,26.0,90.0,62.1,0.01,999.9,0
3,09,19,2019-09-11,750,,53,146,30,1,78,19,2,,56,,,2,,3,1,,1,17,56,,,,,1,8,,,4,,19,5,171,31,45,80.5,70.4,1017.9,9.9,6.6,13.0,22.9,90.0,71.1,0.0,999.9,0
4,09,19,2019-09-12,785,,76,146,32,1,85,20,5,1,52,,,1,,8,1,,,21,41,,,,,,2,,,8,,19,2,214,14,35,71.9,66.8,1017.5,7.4,7.3,19.0,31.1,89.1,63.0,0.47,999.9,0
5,09,19,2019-09-13,817,1,57,179,25,1,95,20,4,1,49,,1,4,,5,2,1,1,20,47,,,,,,9,,4,7,,16,5,198,19,44,72.7,65.4,1016.0,9.4,10.2,21.0,32.1,78.1,64.9,1.35,999.9,0
6,09,19,2019-09-14,764,1,60,161,23,1,96,21,4,3,33,,1,4,,8,,,2,27,49,,,,,,7,1,3,6,,14,6,173,24,36,66.7,55.1,1021.0,10.0,7.1,15.0,19.0,80.1,55.9,0.0,999.9,0
7,09,19,2019-09-15,785,1,73,186,24,,88,19,3,4,41,,2,,,4,,,5,27,29,,,,,,8,,5,12,,22,4,150,26,50,70.6,62.7,1017.9,9.2,8.7,14.0,22.9,80.1,55.9,0.47,999.9,0
1,09,19,2019-09-16,806,1,66,141,34,,81,19,2,7,55,,,2,,10,2,1,,30,40,,,,,,9,,,4,,25,2,202,20,53,71.2,66.8,1018.2,7.7,5.2,11.1,999.9,78.1,63.0,0.02,999.9,0
2,09,19,2019-09-17,781,,71,146,34,,82,21,1,7,65,,,,,4,,,,29,40,,,,,,9,,1,7,,21,4,171,25,42,69.3,63.2,1020.5,8.8,6.0,8.9,999.9,78.1,64.0,0.0,999.9,0
3,09,19,2019-09-18,755,3,77,138,34,1,83,20,2,1,50,,1,1,,2,1,1,,15,46,,,,,1,5,,,4,,28,5,176,17,43,70.9,61.0,1019.3,10.0,6.0,11.1,999.9,82.0,62.1,0.0,999.9,0
4,09,19,2019-09-19,789,,66,141,33,3,101,23,,3,62,,3,2,,,,,,19,41,,,,,,5,1,1,5,,27,4,179,21,48,72.2,58.8,1018.0,10.0,4.9,11.1,999.9,82.9,62.1,0.0,999.9,0
5,09,19,2019-09-20,816,1,58,150,21,1,71,21,2,,64,,1,,,7,,1,4,28,49,,,1,,,7,,,9,,21,9,219,21,50,74.1,64.4,1018.6,9.5,3.5,8.0,999.9,84.0,63.0,0.01,999.9,0
6,09,19,2019-09-21,757,,59,151,21,2,95,23,2,3,44,,3,1,,1,1,,1,38,33,,,,,,10,,,3,,28,4,182,14,38,75.1,67.0,1018.1,9.7,8.7,15.9,26.0,84.0,68.0,0.0,999.9,0
7,09,19,2019-09-22,656,1,44,151,27,1,70,13,6,5,37,,,3,,3,,,,21,25,,,,,,5,,2,1,,27,4,158,14,37,72.2,67.5,1013.4,8.3,10.4,17.1,27.0,78.1,69.1,0.33,999.9,0
1,09,19,2019-09-23,766,,68,130,30,,92,30,6,4,45,,,,,5,,1,,27,33,,,,,,6,,1,6,,25,5,194,10,47,66.7,57.7,1014.1,9.4,8.4,17.1,22.9,77.0,59.0,1.31,999.9,0
2,09,19,2019-09-24,757,1,58,129,37,1,81,19,1,,60,,1,5,,4,,2,,15,45,,,,,,12,,,6,,11,8,191,21,49,66.9,54.5,1014.5,10.0,8.2,15.0,22.9,79.0,57.9,0.0,999.9,0
3,09,19,2019-09-25,713,1,63,123,32,,73,18,1,4,56,,2,3,,6,1,,,14,52,,,,,1,7,,,5,,22,3,166,12,46,70.3,55.9,1007.1,10.0,12.5,17.1,27.0,79.0,57.9,0.0,999.9,0
4,09,19,2019-09-26,709,,53,137,29,2,68,12,1,1,56,,,2,,4,1,1,1,18,34,,,,,,2,,5,5,,25,3,169,28,52,65.5,45.8,1012.1,10.0,8.5,12.0,20.0,79.0,55.9,0.0,999.9,0
5,09,19,2019-09-27,668,,42,123,29,1,61,24,3,,53,,,,,2,1,,,31,31,,,,,,11,,,4,,24,2,170,13,43,63.3,49.2,1010.4,9.3,8.4,15.0,26.0,72.0,55.9,0.0,999.9,0
6,09,19,2019-09-28,700,2,55,135,30,1,69,15,3,1,51,,,2,,6,,,1,22,43,,,,,,5,,,2,,29,3,170,19,35,61.3,59.1,1016.3,6.4,11.2,18.1,25.1,69.1,54.0,2.45,999.9,0
7,09,19,2019-09-29,713,,54,163,14,1,92,19,1,3,34,,1,,,3,,,,24,31,,,,,,4,,,4,,25,6,174,17,42,60.9,57.9,1021.2,9.1,9.1,15.0,19.0,66.0,53.1,0.53,999.9,0
1,09,19,2019-09-30,753,3,55,113,38,,89,14,2,4,62,,,,,4,,1,,24,41,,,,,,4,,,8,,20,3,195,12,61,71.2,65.9,1016.5,6.1,5.9,14.0,21.0,84.9,60.1,0.06,999.9,1
2,10,19,2019-10-01,882,1,71,136,32,,78,23,5,7,112,,,2,,5,,,1,29,55,,,,,,22,1,,4,,16,3,197,10,72,78.6,67.3,1013.0,9.9,8.5,11.1,17.1,86.0,64.9,0.0,999.9,0
3,10,19,2019-10-02,730,1,61,118,36,3,70,26,,2,58,,1,2,,3,,,,24,40,,,,,,7,,,2,,15,5,192,22,41,65.9,61.9,1011.8,6.5,10.4,15.0,21.0,82.9,57.2,0.08,999.9,0
4,10,19,2019-10-03,730,,70,105,32,,60,18,1,,69,,1,,,5,1,,1,21,48,,,,,,5,,,6,,27,9,182,14,54,60.7,56.3,1016.0,7.5,8.9,15.0,24.1,69.1,57.0,2.25,999.9,0
5,10,19,2019-10-04,716,2,53,123,33,,72,22,1,1,36,,,2,,6,,1,,20,53,,,,,,6,1,7,2,,21,6,184,13,51,51.8,45.1,1026.5,10.0,9.5,17.1,20.0,57.0,46.0,0.57,999.9,0
6,10,19,2019-10-05,723,2,52,140,26,,101,16,,2,41,,,3,,1,,,2,25,49,,,,,,5,,,5,,16,4,176,19,38,54.6,46.3,1022.0,9.5,7.6,12.0,15.9,63.0,45.0,0.0,999.9,0
7,10,19,2019-10-06,670,1,56,127,27,,79,16,4,3,30,,1,1,,3,,,,22,34,,,,,,11,1,4,4,,19,4,174,20,29,58.6,47.2,1016.6,10.0,8.9,14.0,24.1,66.9,48.0,0.27,999.9,0
1,10,19,2019-10-07,746,1,62,141,32,,82,21,2,3,52,,,1,,6,1,,,21,51,,,,,,11,,6,,,20,3,170,12,48,58.6,43.0,1020.8,10.0,8.1,14.0,21.0,69.1,48.0,0.0,999.9,0
2,10,19,2019-10-08,712,1,68,129,37,,72,21,1,3,46,,1,,,2,,,,25,44,,,,,1,4,,2,6,,23,,177,10,39,57.1,43.2,1022.6,10.0,2.4,8.9,999.9,70.0,46.0,0.0,999.9,0
3,10,19,2019-10-09,734,,56,117,24,,83,26,6,1,59,,1,1,,3,2,1,,13,51,,,,,,6,,2,8,,27,6,169,21,50,59.8,44.3,1020.6,10.0,6.7,11.1,999.9,70.0,46.0,0.0,999.9,0
4,10,19,2019-10-10,647,1,48,104,29,,74,21,3,1,54,,,1,,2,,,,24,46,,,,,1,10,,,3,,17,3,144,14,47,61.6,52.1,1017.5,10.0,7.0,11.1,17.1,70.0,50.0,0.0,999.9,0
5,10,19,2019-10-11,728,,66,114,30,1,77,20,4,1,59,,,,,4,1,,1,20,44,,,,,,3,,1,6,,14,4,188,20,50,59.7,55.2,1012.2,9.0,9.7,17.1,25.1,69.1,42.1,0.2,999.9,0
6,10,19,2019-10-12,729,,45,121,29,2,94,12,1,4,51,,,2,,4,,,,27,48,,,,,,8,,,7,,24,2,183,18,47,42.7,26.6,1015.4,9.7,12.9,19.0,32.1,66.9,35.1,0.58,999.9,0
7,10,19,2019-10-13,697,1,44,155,15,2,95,15,2,3,40,,,3,,4,,,1,26,22,,,,,,2,,2,5,,21,3,168,17,50,45.4,31.9,1010.2,10.0,9.8,18.1,28.0,54.0,36.0,0.0,999.9,0
1,10,19,2019-10-14,686,2,55,109,31,,68,19,3,6,40,,2,1,,5,,,,18,41,,,,,,4,,,10,,26,1,174,19,50,44.7,31.8,1016.6,10.0,7.1,13.0,19.0,54.0,37.0,0.0,999.9,0
2,10,19,2019-10-15,744,4,66,110,35,,69,20,3,,76,,1,3,,1,,,,26,37,,,,,1,9,,,4,,20,3,195,15,46,50.0,40.6,1013.7,9.7,7.0,14.0,26.0,62.6,41.0,0.0,999.9,0
3,10,19,2019-10-16,741,1,50,122,30,1,72,14,3,,77,,,,,5,1,,,26,40,,,,,,5,,1,4,,25,5,192,15,52,48.8,37.0,1011.0,10.0,14.1,22.9,36.9,62.1,41.0,0.0,999.9,0
4,10,19,2019-10-17,676,,49,111,19,,71,21,2,1,58,,,1,,4,1,,1,20,33,,,,,,2,,1,7,,22,3,176,19,53,46.0,36.4,1016.6,10.0,5.8,8.0,15.0,54.0,41.0,0.0,999.9,0
5,10,19,2019-10-18,704,,59,112,24,,63,20,2,4,69,,,,,2,,,1,28,39,,,,,,6,,,2,,27,2,173,16,54,46.8,38.5,1017.2,10.0,4.8,11.1,17.1,59.0,37.9,0.0,999.9,0
6,10,19,2019-10-19,718,1,55,179,33,1,83,25,5,1,37,,1,2,,2,1,1,1,13,32,,,,,,8,,,2,,16,5,156,18,40,53.4,40.4,1010.5,10.0,7.6,12.0,20.0,68.0,37.9,0.0,999.9,0
7,10,19,2019-10-20,720,,62,155,22,,107,13,2,2,26,,,1,,4,1,1,1,31,28,,,,,,4,,,6,,27,6,158,15,48,56.3,47.6,1010.2,9.9,5.3,8.9,999.9,68.0,44.1,0.0,999.9,0
1,10,19,2019-10-21,712,,54,139,37,1,83,15,3,3,52,,1,2,,1,,,,22,29,,,,,1,6,,1,2,,33,6,164,13,43,56.2,50.9,1003.0,6.7,11.9,22.9,35.9,66.9,48.2,0.0,999.9,1
2,10,19,2019-10-22,659,2,56,117,29,1,70,20,3,2,51,,,2,,2,,,1,19,33,,,,,,3,,7,3,,25,4,147,20,42,50.0,38.8,1001.3,10.0,15.5,22.0,39.0,66.9,46.0,0.05,999.9,0
3,10,19,2019-10-23,700,,63,114,35,,73,10,4,1,52,,,,,3,,,1,23,33,,,,,,3,,,5,,29,2,183,12,52,47.5,33.7,1011.3,10.0,9.0,17.1,26.0,57.9,39.0,0.01,999.9,0
4,10,19,2019-10-24,716,,55,107,25,,83,13,1,,48,,,,,7,,,,21,50,,,,,,12,,7,1,,21,5,203,16,41,47.1,39.0,1021.6,10.0,6.3,15.0,999.9,57.9,39.9,0.02,999.9,0
5,10,19,2019-10-25,751,1,50,140,24,,66,18,2,1,57,,,1,,4,1,,1,22,44,,,,,,3,,5,2,,30,3,217,21,38,44.5,34.1,1027.1,10.0,3.9,6.0,999.9,50.0,42.1,0.0,999.9,0
6,10,19,2019-10-26,559,2,38,124,19,,61,18,,3,27,,,,1,2,,,3,29,22,,,,,,8,,,3,,19,4,134,10,32,42.1,37.6,1018.0,7.4,6.7,21.0,26.0,48.2,36.0,0.0,999.9,0
7,10,19,2019-10-27,701,3,47,155,19,1,79,23,1,2,32,,,3,,3,1,,,28,24,,,,,,9,,1,2,,33,3,176,19,36,48.6,42.0,1008.1,7.3,12.3,22.0,29.9,57.9,36.0,2.22,999.9,0
1,10,19,2019-10-28,660,,55,132,32,1,76,21,1,,45,,1,1,,4,1,,,25,13,,,,,,3,,,5,,28,3,162,13,38,47.1,41.2,1016.5,9.9,3.6,7.0,999.9,57.9,41.0,0.04,999.9,0
2,10,19,2019-10-29,635,,55,107,30,1,47,16,1,4,48,,1,,,6,,,,25,45,,,,,,4,,,6,,20,1,172,14,32,40.3,36.3,1021.1,8.4,7.0,15.0,24.1,48.9,35.1,0.15,999.9,0
3,10,19,2019-10-30,578,1,49,101,17,,58,12,,2,45,,,1,,3,,,1,28,30,,,,,,6,,,2,,16,,148,10,48,36.5,32.4,1024.1,6.3,7.8,15.9,25.1,45.0,32.0,0.27,1.2,0
4,10,19,2019-10-31,589,,56,99,20,,62,23,,2,53,,,1,,1,1,,1,25,28,,,,,1,5,,,4,,9,1,155,6,35,33.4,31.7,1012.8,2.9,14.7,20.0,28.9,41.0,30.0,0.46,3.1,1
5,11,19,2019-11-01,857,1,53,128,33,1,85,27,1,5,124,,,,,4,,1,2,22,42,,,,,1,22,,,4,,23,12,196,14,56,30.9,23.6,1021.6,9.6,8.3,14.0,21.0,44.1,23.0,0.11,2.0,0
6,11,19,2019-11-02,664,1,59,142,21,,80,11,1,4,43,,,2,,3,,,1,20,30,,,,,,6,,,5,,26,3,160,8,38,38.0,31.3,1020.1,9.3,9.3,15.0,31.1,44.1,23.2,0.01,2.0,0
7,11,19,2019-11-03,721,2,70,164,21,,84,20,1,4,31,,,2,,2,,,,21,36,,,,,,2,,1,3,,23,3,167,16,46,38.8,28.3,1019.7,10.0,7.4,14.0,25.1,53.1,30.0,0.0,999.9,0
1,11,19,2019-11-04,672,,44,135,26,2,62,12,,2,56,,,1,,2,1,2,,12,46,,,,,,10,,,4,,17,7,180,14,37,47.6,34.7,1013.5,10.0,8.8,13.0,21.0,53.1,30.2,0.0,999.9,0
2,11,19,2019-11-05,636,2,47,108,29,,68,24,1,,57,,,1,,5,,,1,20,43,,,,,,4,,4,2,,27,1,139,10,43,37.7,25.3,1022.6,10.0,8.2,13.0,22.9,51.1,32.0,0.0,999.9,0
3,11,19,2019-11-06,661,2,58,117,34,1,58,21,3,1,65,,,1,,2,,2,,27,40,,,,,,10,,7,2,,21,2,139,8,38,38.6,24.7,1026.1,10.0,6.5,15.9,28.9,55.0,30.0,0.0,999.9,0
4,11,19,2019-11-07,664,2,57,111,27,2,73,17,2,1,51,,,2,,4,,,1,18,31,,,,,1,9,,1,7,,17,1,173,7,49,28.3,18.7,1030.0,9.1,11.1,17.1,21.0,37.0,21.9,0.01,999.9,0
5,11,19,2019-11-08,680,2,49,113,25,1,57,21,1,2,69,,,1,,3,,1,1,20,46,1,,,,,8,,,7,,18,3,157,20,54,23.0,8.1,1032.2,10.0,6.6,11.1,999.9,32.0,16.0,0.0,999.9,0
6,11,19,2019-11-09,710,2,47,133,27,,77,18,3,1,52,,1,1,,2,1,,1,29,38,1,,,,,4,,,4,,29,5,166,25,42,33.6,16.8,1018.7,10.0,9.4,15.0,21.0,46.0,16.0,0.0,999.9,0
7,11,19,2019-11-10,652,,41,155,17,1,81,29,3,2,40,,,2,,4,,,,30,33,,,,,,3,,,6,,33,1,116,19,36,40.6,30.9,1014.6,9.5,6.2,11.1,999.9,46.0,27.1,0.0,999.9,0
1,11,19,2019-11-11,494,,34,78,18,,47,23,2,5,48,,,1,,2,,,1,24,34,,,,,,4,,,4,,16,2,112,8,29,28.1,24.6,1022.7,3.7,13.2,22.0,28.9,43.0,19.9,0.18,3.1,0
2,11,19,2019-11-12,547,,37,84,26,,40,16,3,,53,,,1,,4,,1,,24,33,,,,,,4,,,1,,11,4,151,15,38,13.4,1.9,1031.6,10.0,11.2,17.1,25.1,33.1,7.0,0.04,3.1,0
3,11,19,2019-11-13,578,2,36,94,27,,47,20,1,,46,,,1,,4,1,1,,26,34,,,,,,6,,,3,,20,4,153,6,44,15.7,3.7,1025.8,10.0,9.1,15.0,24.1,25.0,7.0,0.0,2.0,0
4,11,19,2019-11-14,578,,59,86,20,,41,16,,1,47,,1,,,5,,,,22,36,,,,,1,5,,4,,,19,5,166,9,35,27.1,19.9,1022.0,9.3,6.3,11.1,15.9,30.0,10.9,0.01,2.0,0
5,11,19,2019-11-15,758,1,47,132,35,,72,18,2,,71,,,3,,7,,1,1,37,44,1,,,,,8,,4,3,,19,4,195,17,36,27.1,20.2,1027.6,9.3,5.9,9.9,999.9,37.9,21.9,0.0,1.2,0
6,11,19,2019-11-16,664,1,47,134,28,,66,14,2,3,50,,,1,,2,1,,2,28,44,,,,,,3,,3,6,,17,2,152,15,43,32.8,26.6,1029.4,8.1,4.5,8.9,999.9,42.1,21.9,0.0,1.2,0
7,11,19,2019-11-17,702,1,34,154,19,,87,20,1,2,43,,,1,,6,,2,,19,36,,,,,1,11,,10,2,,29,3,173,18,30,32.9,26.6,1019.4,9.7,6.2,8.0,999.9,42.1,26.1,0.0,1.2,0
1,11,19,2019-11-18,683,,58,119,26,,65,14,1,2,50,,,,,6,,2,,28,41,,,1,,,8,,,8,,24,5,171,17,37,36.7,33.5,1009.6,5.7,4.3,8.0,999.9,39.9,27.1,0.04,999.9,0
2,11,19,2019-11-19,687,2,55,110,28,,69,20,3,1,67,,,2,,1,,1,,29,29,,,,,,6,,1,4,,24,3,169,10,53,37.2,32.0,1009.1,8.2,3.2,7.0,999.9,41.0,34.0,0.0,999.9,0
3,11,19,2019-11-20,729,2,61,138,30,,57,13,3,3,69,,,2,,5,1,,2,30,37,,,,,1,2,,3,5,,19,4,186,16,38,40.8,37.3,1019.2,6.7,3.5,11.1,999.9,46.9,35.1,0.01,999.9,0
4,11,19,2019-11-21,662,1,55,117,37,,65,15,1,2,53,,,1,,3,,,1,22,29,,,,,1,8,,1,4,,24,6,160,19,37,46.5,41.9,1012.6,8.8,12.7,22.0,36.9,54.0,37.9,0.26,999.9,0
5,11,19,2019-11-22,727,2,52,123,29,,67,23,2,2,53,,,,,3,,2,,26,60,,,,,,6,,4,3,,26,5,165,23,51,36.0,26.8,1019.7,10.0,8.2,14.0,25.1,54.0,28.9,0.42,999.9,0
6,11,19,2019-11-23,702,,51,136,30,,89,12,1,3,45,,1,1,,5,,,,21,44,,,,,,3,,,3,,21,3,180,20,33,31.0,25.0,1014.0,10.0,4.5,8.9,999.9,39.9,24.1,0.0,999.9,0
7,11,19,2019-11-24,698,1,56,143,24,1,67,19,2,3,50,,,,,4,1,1,,14,35,,,,,,4,,5,4,,24,3,157,26,52,38.0,30.2,1005.3,10.0,7.9,11.1,999.9,50.0,24.3,0.0,999.9,0
1,11,19,2019-11-25,694,,44,99,34,,69,22,2,4,44,,,,,5,1,1,,28,38,,,,,,8,,3,1,,23,7,196,18,45,44.5,36.3,1002.4,10.0,6.8,9.9,999.9,53.1,32.0,0.0,999.9,0
2,11,19,2019-11-26,678,,47,142,17,,64,15,2,1,48,,,3,,3,,,,16,39,,,,,1,7,,8,2,,25,5,178,11,44,41.2,34.3,1007.8,9.8,5.8,14.0,999.9,53.1,32.0,0.0,999.9,0
3,11,19,2019-11-27,637,2,59,95,34,1,59,21,3,1,48,,,,,1,1,,1,25,34,,,,,,4,,,1,,20,,172,17,36,44.4,39.6,1001.1,7.6,16.1,31.1,46.0,55.0,33.1,0.62,999.9,0
4,11,19,2019-11-28,508,,40,127,24,,58,7,4,1,35,,,1,,2,,,,16,16,,,,,,9,,7,2,,19,3,99,11,26,33.8,25.2,1028.7,10.0,9.6,20.0,28.9,36.0,30.9,0.25,999.9,0
5,11,19,2019-11-29,649,1,44,130,26,,65,17,1,2,61,,1,1,,1,,,2,17,34,,,,,,2,,,1,,25,4,160,17,36,35.7,32.8,1028.6,8.6,5.5,8.9,999.9,39.9,31.1,0.0,999.9,0
6,11,19,2019-11-30,663,2,33,121,20,1,70,17,1,3,43,,,2,,3,,1,2,21,40,,,,,,3,,,3,,27,2,197,22,29,37.3,34.2,1013.8,7.0,10.4,22.0,32.1,39.9,33.1,0.03,999.9,0
7,12,19,2019-12-01,724,2,42,134,31,1,73,16,4,7,76,,,,,2,,,,26,39,,,,,,14,,9,2,,20,10,162,16,38,39.3,37.6,996.4,5.6,8.0,20.0,28.0,41.0,34.0,0.34,999.9,0
1,12,19,2019-12-02,709,1,50,107,23,1,62,17,,2,61,,,1,,5,,2,,24,41,,,,,1,7,,,5,,30,2,200,16,51,31.7,26.5,1013.4,9.4,11.3,15.9,22.9,41.0,28.9,0.11,999.9,0
2,12,19,2019-12-03,690,,58,110,23,,44,15,2,6,58,,,3,,,1,1,,19,43,,,,,,4,,,,,28,2,207,22,43,32.4,26.2,1011.0,9.9,9.1,14.0,22.0,39.9,28.9,0.0,999.9,0
3,12,19,2019-12-04,746,1,58,122,29,1,70,23,4,,56,,,1,,8,,1,,31,48,,,,,1,6,,6,2,,30,4,194,7,42,36.7,28.1,1004.2,10.0,11.4,20.0,29.9,43.0,29.1,0.0,999.9,0
4,12,19,2019-12-05,700,3,69,131,24,,59,14,3,,62,,,1,,1,,1,,23,35,,,,,,6,,,,,18,4,203,9,34,35.7,27.9,1014.7,10.0,5.8,11.1,999.9,45.0,27.0,0.0,999.9,0
5,12,19,2019-12-06,736,1,52,125,28,,81,9,2,,47,,,1,,2,,1,,31,35,,,,,,6,,,5,,19,5,216,28,41,38.5,29.6,1019.7,10.0,9.8,20.0,28.9,45.0,29.1,0.0,999.9,0
6,12,19,2019-12-07,700,,43,133,21,,55,24,3,1,37,,1,,,,,1,1,26,43,,,,,,6,,1,3,,21,6,215,28,31,30.7,23.8,1028.2,10.0,5.3,9.9,999.9,42.1,25.0,0.0,999.9,0
7,12,19,2019-12-08,671,1,48,158,24,4,83,18,,4,33,,,2,,6,,1,,17,31,,,,,,2,,1,6,,20,5,133,24,50,38.5,30.7,1016.3,8.9,10.3,15.0,22.9,46.9,25.2,0.0,999.9,0
1,12,19,2019-12-09,705,4,60,115,35,1,62,21,2,,53,,,1,,1,1,1,1,17,39,,,,,1,8,,,,,26,6,202,11,37,45.8,43.3,1003.1,6.6,7.3,21.0,32.1,46.9,34.0,0.05,999.9,0
