crimeDate,CRIME_NUM,location_description,day,month,year
2019-01-08,1,AIRCRAFT,2,01,2019
2019-01-09,20,"SCHOOL, PUBLIC, BUILDING",3,01,2019
2019-01-09,126,STREET,3,01,2019
2019-01-09,103,RESIDENCE,3,01,2019
2019-01-09,86,APARTMENT,3,01,2019
2019-01-09,14,SMALL RETAIL STORE,3,01,2019
2019-01-09,2,ATM (AUTOMATIC TELLER MACHINE),3,01,2019
2019-01-09,2,CTA TRAIN,3,01,2019
2019-01-09,17,RESTAURANT,3,01,2019
2019-01-09,26,OTHER,3,01,2019
2019-01-09,7,RESIDENCE-GARAGE,3,01,2019
2019-01-09,51,SIDEWALK,3,01,2019
2019-01-09,3,DRIVEWAY - RESIDENTIAL,3,01,2019
2019-01-09,13,RESIDENCE PORCH/HALLWAY,3,01,2019
2019-01-09,11,GROCERY FOOD STORE,3,01,2019
2019-01-09,3,COMMERCIAL / BUSINESS OFFICE,3,01,2019
2019-01-09,8,CONVENIENCE STORE,3,01,2019
2019-01-09,10,GOVERNMENT BUILDING/PROPERTY,3,01,2019
2019-01-09,19,DEPARTMENT STORE,3,01,2019
2019-01-09,11,GAS STATION,3,01,2019
2019-01-09,3,BANK,3,01,2019
2019-01-09,9,RESIDENTIAL YARD (FRONT/BACK),3,01,2019
2019-01-09,13,PARKING LOT/GARAGE(NON.RESID.),3,01,2019
2019-01-09,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,3,01,2019
2019-01-09,5,CURRENCY EXCHANGE,3,01,2019
2019-01-09,9,VEHICLE NON-COMMERCIAL,3,01,2019
2019-01-09,3,CTA PLATFORM,3,01,2019
2019-01-09,7,,3,01,2019
2019-01-09,4,BAR OR TAVERN,3,01,2019
2019-01-09,1,FACTORY/MANUFACTURING BUILDING,3,01,2019
2019-01-09,12,ALLEY,3,01,2019
2019-01-09,1,DRUG STORE,3,01,2019
2019-01-09,2,HOTEL/MOTEL,3,01,2019
2019-01-09,1,VEHICLE-COMMERCIAL,3,01,2019
2019-01-09,2,ABANDONED BUILDING,3,01,2019
2019-01-09,1,"SCHOOL, PRIVATE, BUILDING",3,01,2019
2019-01-09,2,NURSING HOME/RETIREMENT HOME,3,01,2019
2019-01-09,2,CHA APARTMENT,3,01,2019
2019-01-09,1,SPORTS ARENA/STADIUM,3,01,2019
2019-01-09,1,TAVERN/LIQUOR STORE,3,01,2019
2019-01-09,1,DAY CARE CENTER,3,01,2019
2019-01-09,1,MOVIE HOUSE/THEATER,3,01,2019
2019-01-09,4,PARK PROPERTY,3,01,2019
2019-01-09,1,"SCHOOL, PRIVATE, GROUNDS",3,01,2019
2019-01-09,1,CTA BUS STOP,3,01,2019
2019-01-09,1,AUTO / BOAT / RV DEALERSHIP,3,01,2019
2019-01-09,1,CHA PARKING LOT/GROUNDS,3,01,2019
2019-01-09,5,HOSPITAL BUILDING/GROUNDS,3,01,2019
2019-01-09,2,VACANT LOT/LAND,3,01,2019
2019-01-09,1,POLICE FACILITY/VEH PARKING LOT,3,01,2019
2019-01-09,1,CTA BUS,3,01,2019
2019-01-10,148,STREET,4,01,2019
2019-01-10,118,RESIDENCE,4,01,2019
2019-01-10,4,CHA APARTMENT,4,01,2019
2019-01-10,10,GAS STATION,4,01,2019
2019-01-10,9,ALLEY,4,01,2019
2019-01-10,90,APARTMENT,4,01,2019
2019-01-10,45,SIDEWALK,4,01,2019
2019-01-10,25,PARKING LOT/GARAGE(NON.RESID.),4,01,2019
2019-01-10,23,OTHER,4,01,2019
2019-01-10,1,OTHER (SPECIFY),4,01,2019
2019-01-10,16,DEPARTMENT STORE,4,01,2019
2019-01-10,8,RESIDENTIAL YARD (FRONT/BACK),4,01,2019
2019-01-10,2,HOSPITAL BUILDING/GROUNDS,4,01,2019
2019-01-10,9,COMMERCIAL / BUSINESS OFFICE,4,01,2019
2019-01-10,23,SMALL RETAIL STORE,4,01,2019
2019-01-10,5,CTA TRAIN,4,01,2019
2019-01-10,16,RESIDENCE-GARAGE,4,01,2019
2019-01-10,2,PARK PROPERTY,4,01,2019
2019-01-10,26,RESTAURANT,4,01,2019
2019-01-10,13,"SCHOOL, PUBLIC, BUILDING",4,01,2019
2019-01-10,10,RESIDENCE PORCH/HALLWAY,4,01,2019
2019-01-10,17,VEHICLE NON-COMMERCIAL,4,01,2019
2019-01-10,6,BAR OR TAVERN,4,01,2019
2019-01-10,3,"SCHOOL, PUBLIC, GROUNDS",4,01,2019
2019-01-10,4,CONVENIENCE STORE,4,01,2019
2019-01-10,2,NURSING HOME/RETIREMENT HOME,4,01,2019
2019-01-10,2,DRIVEWAY - RESIDENTIAL,4,01,2019
2019-01-10,2,MEDICAL/DENTAL OFFICE,4,01,2019
2019-01-10,2,DRUG STORE,4,01,2019
2019-01-10,6,GROCERY FOOD STORE,4,01,2019
2019-01-10,2,CTA STATION,4,01,2019
2019-01-10,4,POLICE FACILITY/VEH PARKING LOT,4,01,2019
2019-01-10,8,GOVERNMENT BUILDING/PROPERTY,4,01,2019
2019-01-10,3,HOTEL/MOTEL,4,01,2019
2019-01-10,1,AIRCRAFT,4,01,2019
2019-01-10,1,"SCHOOL, PRIVATE, BUILDING",4,01,2019
2019-01-10,2,CURRENCY EXCHANGE,4,01,2019
2019-01-10,1,LIBRARY,4,01,2019
2019-01-10,1,BANK,4,01,2019
2019-01-10,1,CTA BUS,4,01,2019
2019-01-10,1,BARBERSHOP,4,01,2019
2019-01-10,1,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,4,01,2019
2019-01-10,1,CTA PLATFORM,4,01,2019
2019-01-10,2,CONSTRUCTION SITE,4,01,2019
2019-01-10,1,ABANDONED BUILDING,4,01,2019
2019-01-10,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,4,01,2019
2019-01-10,1,,4,01,2019
2019-01-10,1,MOVIE HOUSE/THEATER,4,01,2019
2019-01-10,1,APPLIANCE STORE,4,01,2019
2019-01-10,1,CTA GARAGE / OTHER PROPERTY,4,01,2019
2019-01-10,1,VEHICLE-COMMERCIAL,4,01,2019
2019-01-10,1,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",4,01,2019
2019-01-10,1,ATHLETIC CLUB,4,01,2019
2019-01-10,1,WAREHOUSE,4,01,2019
2019-01-11,128,RESIDENCE,5,01,2019
2019-01-11,161,STREET,5,01,2019
2019-01-11,2,CONSTRUCTION SITE,5,01,2019
2019-01-11,102,APARTMENT,5,01,2019
2019-01-11,21,"SCHOOL, PUBLIC, BUILDING",5,01,2019
2019-01-11,9,GROCERY FOOD STORE,5,01,2019
2019-01-11,33,OTHER,5,01,2019
2019-01-11,5,HOTEL/MOTEL,5,01,2019
2019-01-11,52,SIDEWALK,5,01,2019
2019-01-11,23,RESTAURANT,5,01,2019
2019-01-11,12,CTA TRAIN,5,01,2019
2019-01-11,6,HOSPITAL BUILDING/GROUNDS,5,01,2019
2019-01-11,9,BAR OR TAVERN,5,01,2019
2019-01-11,17,VEHICLE NON-COMMERCIAL,5,01,2019
2019-01-11,25,PARKING LOT/GARAGE(NON.RESID.),5,01,2019
2019-01-11,13,DEPARTMENT STORE,5,01,2019
2019-01-11,5,CHA APARTMENT,5,01,2019
2019-01-11,4,CONVENIENCE STORE,5,01,2019
2019-01-11,1,JAIL / LOCK-UP FACILITY,5,01,2019
2019-01-11,1,OTHER RAILROAD PROP / TRAIN DEPOT,5,01,2019
2019-01-11,14,ALLEY,5,01,2019
2019-01-11,23,SMALL RETAIL STORE,5,01,2019
2019-01-11,5,"SCHOOL, PRIVATE, BUILDING",5,01,2019
2019-01-11,13,RESIDENCE PORCH/HALLWAY,5,01,2019
2019-01-11,1,TAXICAB,5,01,2019
2019-01-11,11,GAS STATION,5,01,2019
2019-01-11,6,CTA BUS,5,01,2019
2019-01-11,14,RESIDENTIAL YARD (FRONT/BACK),5,01,2019
2019-01-11,1,AIRPORT TRANSPORTATION SYSTEM (ATS),5,01,2019
2019-01-11,6,"SCHOOL, PUBLIC, GROUNDS",5,01,2019
2019-01-11,3,CURRENCY EXCHANGE,5,01,2019
2019-01-11,1,AUTO / BOAT / RV DEALERSHIP,5,01,2019
2019-01-11,1,PARK PROPERTY,5,01,2019
2019-01-11,7,CTA STATION,5,01,2019
2019-01-11,2,ATHLETIC CLUB,5,01,2019
2019-01-11,2,POLICE FACILITY/VEH PARKING LOT,5,01,2019
2019-01-11,7,GOVERNMENT BUILDING/PROPERTY,5,01,2019
2019-01-11,3,COMMERCIAL / BUSINESS OFFICE,5,01,2019
2019-01-11,2,CHA PARKING LOT/GROUNDS,5,01,2019
2019-01-11,1,TAVERN/LIQUOR STORE,5,01,2019
2019-01-11,6,BANK,5,01,2019
2019-01-11,3,ABANDONED BUILDING,5,01,2019
2019-01-11,3,VACANT LOT/LAND,5,01,2019
2019-01-11,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,5,01,2019
2019-01-11,1,CTA TRACKS - RIGHT OF WAY,5,01,2019
2019-01-11,3,RESIDENCE-GARAGE,5,01,2019
2019-01-11,1,FACTORY/MANUFACTURING BUILDING,5,01,2019
2019-01-11,2,NURSING HOME/RETIREMENT HOME,5,01,2019
2019-01-11,2,ATM (AUTOMATIC TELLER MACHINE),5,01,2019
2019-01-11,1,DRUG STORE,5,01,2019
2019-01-11,1,VEHICLE - DELIVERY TRUCK,5,01,2019
2019-01-11,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,5,01,2019
2019-01-11,1,CTA PLATFORM,5,01,2019
2019-01-11,1,AUTO,5,01,2019
2019-01-11,1,MEDICAL/DENTAL OFFICE,5,01,2019
2019-01-11,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5,01,2019
2019-01-11,1,CTA BUS STOP,5,01,2019
2019-01-11,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,5,01,2019
2019-01-11,1,,5,01,2019
2019-01-12,143,STREET,6,01,2019
2019-01-12,14,RESIDENCE PORCH/HALLWAY,6,01,2019
2019-01-12,108,RESIDENCE,6,01,2019
2019-01-12,3,CHA PARKING LOT/GROUNDS,6,01,2019
2019-01-12,9,CTA TRAIN,6,01,2019
2019-01-12,1,AUTO / BOAT / RV DEALERSHIP,6,01,2019
2019-01-12,84,APARTMENT,6,01,2019
2019-01-12,15,SMALL RETAIL STORE,6,01,2019
2019-01-12,22,BAR OR TAVERN,6,01,2019
2019-01-12,1,APPLIANCE STORE,6,01,2019
2019-01-12,13,DEPARTMENT STORE,6,01,2019
2019-01-12,24,RESTAURANT,6,01,2019
2019-01-12,6,RESIDENCE-GARAGE,6,01,2019
2019-01-12,2,CURRENCY EXCHANGE,6,01,2019
2019-01-12,18,VEHICLE NON-COMMERCIAL,6,01,2019
2019-01-12,44,SIDEWALK,6,01,2019
2019-01-12,5,"SCHOOL, PUBLIC, BUILDING",6,01,2019
2019-01-12,5,COMMERCIAL / BUSINESS OFFICE,6,01,2019
2019-01-12,17,GROCERY FOOD STORE,6,01,2019
2019-01-12,11,RESIDENTIAL YARD (FRONT/BACK),6,01,2019
2019-01-12,10,GAS STATION,6,01,2019
2019-01-12,8,ALLEY,6,01,2019
2019-01-12,7,CTA PLATFORM,6,01,2019
2019-01-12,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6,01,2019
2019-01-12,21,PARKING LOT/GARAGE(NON.RESID.),6,01,2019
2019-01-12,3,ATHLETIC CLUB,6,01,2019
2019-01-12,4,CONVENIENCE STORE,6,01,2019
2019-01-12,20,OTHER,6,01,2019
2019-01-12,4,VACANT LOT/LAND,6,01,2019
2019-01-12,4,BANK,6,01,2019
2019-01-12,2,"SCHOOL, PRIVATE, BUILDING",6,01,2019
2019-01-12,2,BARBERSHOP,6,01,2019
2019-01-12,3,HOTEL/MOTEL,6,01,2019
2019-01-12,4,CTA BUS,6,01,2019
2019-01-12,2,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",6,01,2019
2019-01-12,3,POLICE FACILITY/VEH PARKING LOT,6,01,2019
2019-01-12,2,TAXICAB,6,01,2019
2019-01-12,1,CHA HALLWAY/STAIRWELL/ELEVATOR,6,01,2019
2019-01-12,3,HOSPITAL BUILDING/GROUNDS,6,01,2019
2019-01-12,3,CHA APARTMENT,6,01,2019
2019-01-12,1,HOSPITAL BUILDING / GROUNDS,6,01,2019
2019-01-12,5,NURSING HOME/RETIREMENT HOME,6,01,2019
2019-01-12,2,GOVERNMENT BUILDING/PROPERTY,6,01,2019
2019-01-12,1,FEDERAL BUILDING,6,01,2019
2019-01-12,1,DRIVEWAY - RESIDENTIAL,6,01,2019
2019-01-12,3,DRUG STORE,6,01,2019
2019-01-12,1,WAREHOUSE,6,01,2019
2019-01-12,1,CAR WASH,6,01,2019
2019-01-12,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,6,01,2019
2019-01-12,1,LAKEFRONT/WATERFRONT/RIVERBANK,6,01,2019
2019-01-12,1,BOWLING ALLEY,6,01,2019
2019-01-12,1,ATM (AUTOMATIC TELLER MACHINE),6,01,2019
2019-01-12,1,TAVERN/LIQUOR STORE,6,01,2019
2019-01-12,1,MEDICAL / DENTAL OFFICE,6,01,2019
2019-01-13,92,APARTMENT,7,01,2019
2019-01-13,11,VEHICLE NON-COMMERCIAL,7,01,2019
2019-01-13,10,ALLEY,7,01,2019
2019-01-13,1,CHA PARKING LOT/GROUNDS,7,01,2019
2019-01-13,2,TAXICAB,7,01,2019
2019-01-13,27,OTHER,7,01,2019
2019-01-13,9,RESTAURANT,7,01,2019
2019-01-13,8,DEPARTMENT STORE,7,01,2019
2019-01-13,8,CTA TRAIN,7,01,2019
2019-01-13,12,BAR OR TAVERN,7,01,2019
2019-01-13,127,STREET,7,01,2019
2019-01-13,12,SMALL RETAIL STORE,7,01,2019
2019-01-13,98,RESIDENCE,7,01,2019
2019-01-13,4,DRIVEWAY - RESIDENTIAL,7,01,2019
2019-01-13,11,GROCERY FOOD STORE,7,01,2019
2019-01-13,47,SIDEWALK,7,01,2019
2019-01-13,1,ABANDONED BUILDING,7,01,2019
2019-01-13,3,COMMERCIAL / BUSINESS OFFICE,7,01,2019
2019-01-13,6,NURSING HOME/RETIREMENT HOME,7,01,2019
2019-01-13,2,ATHLETIC CLUB,7,01,2019
2019-01-13,9,RESIDENCE PORCH/HALLWAY,7,01,2019
2019-01-13,13,PARKING LOT/GARAGE(NON.RESID.),7,01,2019
2019-01-13,8,RESIDENTIAL YARD (FRONT/BACK),7,01,2019
2019-01-13,10,GAS STATION,7,01,2019
2019-01-13,10,RESIDENCE-GARAGE,7,01,2019
2019-01-13,1,"SCHOOL, PUBLIC, BUILDING",7,01,2019
2019-01-13,4,CTA STATION,7,01,2019
2019-01-13,1,PAWN SHOP,7,01,2019
2019-01-13,1,CTA BUS,7,01,2019
2019-01-13,1,POOL ROOM,7,01,2019
2019-01-13,1,CTA BUS STOP,7,01,2019
2019-01-13,2,HOSPITAL BUILDING/GROUNDS,7,01,2019
2019-01-13,1,CTA GARAGE / OTHER PROPERTY,7,01,2019
2019-01-13,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,7,01,2019
2019-01-13,3,TAVERN/LIQUOR STORE,7,01,2019
2019-01-13,2,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,7,01,2019
2019-01-13,1,PARK PROPERTY,7,01,2019
2019-01-13,1,HOSPITAL BUILDING / GROUNDS,7,01,2019
2019-01-13,2,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7,01,2019
2019-01-13,2,SPORTS ARENA/STADIUM,7,01,2019
2019-01-13,1,CHA APARTMENT,7,01,2019
2019-01-13,1,CONVENIENCE STORE,7,01,2019
2019-01-13,1,CTA PLATFORM,7,01,2019
2019-01-13,1,HOTEL/MOTEL,7,01,2019
2019-01-13,1,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,7,01,2019
2019-01-13,1,AIRCRAFT,7,01,2019
2019-01-13,2,,7,01,2019
2019-01-14,21,OTHER,1,01,2019
2019-01-14,3,"SCHOOL, PRIVATE, GROUNDS",1,01,2019
2019-01-14,76,APARTMENT,1,01,2019
2019-01-14,99,RESIDENCE,1,01,2019
2019-01-14,16,PARKING LOT/GARAGE(NON.RESID.),1,01,2019
2019-01-14,20,SMALL RETAIL STORE,1,01,2019
2019-01-14,41,SIDEWALK,1,01,2019
2019-01-14,139,STREET,1,01,2019
2019-01-14,3,,1,01,2019
2019-01-14,21,RESTAURANT,1,01,2019
2019-01-14,1,ATM (AUTOMATIC TELLER MACHINE),1,01,2019
2019-01-14,2,DRUG STORE,1,01,2019
2019-01-14,9,VEHICLE NON-COMMERCIAL,1,01,2019
2019-01-14,2,CTA BUS,1,01,2019
2019-01-14,10,DEPARTMENT STORE,1,01,2019
2019-01-14,13,"SCHOOL, PUBLIC, BUILDING",1,01,2019
2019-01-14,4,HOSPITAL BUILDING/GROUNDS,1,01,2019
2019-01-14,4,CTA PLATFORM,1,01,2019
2019-01-14,6,"SCHOOL, PUBLIC, GROUNDS",1,01,2019
2019-01-14,13,GROCERY FOOD STORE,1,01,2019
2019-01-14,1,VEHICLE - DELIVERY TRUCK,1,01,2019
2019-01-14,1,CTA GARAGE / OTHER PROPERTY,1,01,2019
2019-01-14,3,CONVENIENCE STORE,1,01,2019
2019-01-14,13,GAS STATION,1,01,2019
2019-01-14,8,ALLEY,1,01,2019
2019-01-14,1,MEDICAL/DENTAL OFFICE,1,01,2019
2019-01-14,1,HOSPITAL BUILDING / GROUNDS,1,01,2019
2019-01-14,10,CTA TRAIN,1,01,2019
2019-01-14,7,RESIDENTIAL YARD (FRONT/BACK),1,01,2019
2019-01-14,9,"SCHOOL, PRIVATE, BUILDING",1,01,2019
2019-01-14,4,TAXICAB,1,01,2019
2019-01-14,3,HOTEL/MOTEL,1,01,2019
2019-01-14,2,HIGHWAY/EXPRESSWAY,1,01,2019
2019-01-14,8,RESIDENCE-GARAGE,1,01,2019
2019-01-14,1,VEHICLE-COMMERCIAL,1,01,2019
2019-01-14,11,RESIDENCE PORCH/HALLWAY,1,01,2019
2019-01-14,4,GOVERNMENT BUILDING/PROPERTY,1,01,2019
2019-01-14,8,BANK,1,01,2019
2019-01-14,1,SCHOOL - PUBLIC BUILDING,1,01,2019
2019-01-14,1,AIRPORT EXTERIOR - NON-SECURE AREA,1,01,2019
2019-01-14,1,POLICE FACILITY/VEH PARKING LOT,1,01,2019
2019-01-14,1,COLLEGE/UNIVERSITY RESIDENCE HALL,1,01,2019
2019-01-14,1,ATHLETIC CLUB,1,01,2019
2019-01-14,1,PARK PROPERTY,1,01,2019
2019-01-14,2,CURRENCY EXCHANGE,1,01,2019
2019-01-14,1,CONSTRUCTION SITE,1,01,2019
2019-01-14,2,CTA STATION,1,01,2019
2019-01-14,1,COLLEGE/UNIVERSITY GROUNDS,1,01,2019
2019-01-14,1,CHA APARTMENT,1,01,2019
2019-01-14,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,1,01,2019
2019-01-14,1,AUTO / BOAT / RV DEALERSHIP,1,01,2019
2019-01-14,1,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1,01,2019
2019-01-14,1,FACTORY/MANUFACTURING BUILDING,1,01,2019
2019-01-14,2,DAY CARE CENTER,1,01,2019
2019-01-14,1,TAVERN/LIQUOR STORE,1,01,2019
2019-01-14,1,VACANT LOT/LAND,1,01,2019
2019-01-14,2,NURSING HOME/RETIREMENT HOME,1,01,2019
2019-01-14,1,PAWN SHOP,1,01,2019
2019-01-14,1,LIBRARY,1,01,2019
2019-01-14,3,CTA BUS STOP,1,01,2019
2019-01-14,1,OTHER COMMERCIAL TRANSPORTATION,1,01,2019
2019-01-14,3,BAR OR TAVERN,1,01,2019
2019-01-14,1,SPORTS ARENA/STADIUM,1,01,2019
2019-01-14,1,COMMERCIAL / BUSINESS OFFICE,1,01,2019
2019-01-14,2,CAR WASH,1,01,2019
2019-01-14,1,AIRCRAFT,1,01,2019
2019-01-15,4,"SCHOOL, PRIVATE, BUILDING",2,01,2019
2019-01-15,125,RESIDENCE,2,01,2019
2019-01-15,3,CHA APARTMENT,2,01,2019
2019-01-15,3,CONVENIENCE STORE,2,01,2019
2019-01-15,14,GAS STATION,2,01,2019
2019-01-15,1,TAXICAB,2,01,2019
2019-01-15,148,STREET,2,01,2019
2019-01-15,1,COLLEGE/UNIVERSITY GROUNDS,2,01,2019
2019-01-15,98,APARTMENT,2,01,2019
2019-01-15,37,SIDEWALK,2,01,2019
2019-01-15,9,RESIDENCE PORCH/HALLWAY,2,01,2019
2019-01-15,10,VEHICLE NON-COMMERCIAL,2,01,2019
2019-01-15,6,POLICE FACILITY/VEH PARKING LOT,2,01,2019
2019-01-15,5,COMMERCIAL / BUSINESS OFFICE,2,01,2019
2019-01-15,15,DEPARTMENT STORE,2,01,2019
2019-01-15,23,RESTAURANT,2,01,2019
2019-01-15,21,"SCHOOL, PUBLIC, BUILDING",2,01,2019
2019-01-15,24,OTHER,2,01,2019
2019-01-15,1,HIGHWAY/EXPRESSWAY,2,01,2019
2019-01-15,3,CTA PLATFORM,2,01,2019
2019-01-15,2,ATHLETIC CLUB,2,01,2019
2019-01-15,3,"SCHOOL, PUBLIC, GROUNDS",2,01,2019
2019-01-15,7,CTA STATION,2,01,2019
2019-01-15,2,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,01,2019
2019-01-15,12,RESIDENTIAL YARD (FRONT/BACK),2,01,2019
2019-01-15,8,,2,01,2019
2019-01-15,19,PARKING LOT/GARAGE(NON.RESID.),2,01,2019
2019-01-15,5,ALLEY,2,01,2019
2019-01-15,7,CTA TRAIN,2,01,2019
2019-01-15,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,2,01,2019
2019-01-15,7,GROCERY FOOD STORE,2,01,2019
2019-01-15,1,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,2,01,2019
2019-01-15,19,SMALL RETAIL STORE,2,01,2019
2019-01-15,9,RESIDENCE-GARAGE,2,01,2019
2019-01-15,2,CTA BUS STOP,2,01,2019
2019-01-15,2,PARK PROPERTY,2,01,2019
2019-01-15,2,GOVERNMENT BUILDING/PROPERTY,2,01,2019
2019-01-15,2,DRIVEWAY - RESIDENTIAL,2,01,2019
2019-01-15,3,BANK,2,01,2019
2019-01-15,5,HOSPITAL BUILDING/GROUNDS,2,01,2019
2019-01-15,2,RESIDENCE - GARAGE,2,01,2019
2019-01-15,6,DRUG STORE,2,01,2019
2019-01-15,5,CTA BUS,2,01,2019
2019-01-15,2,NURSING HOME/RETIREMENT HOME,2,01,2019
2019-01-15,1,"SCHOOL, PRIVATE, GROUNDS",2,01,2019
2019-01-15,1,SPORTS ARENA/STADIUM,2,01,2019
2019-01-15,1,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,2,01,2019
2019-01-15,1,OTHER RAILROAD PROPERTY / TRAIN DEPOT,2,01,2019
2019-01-15,1,BARBERSHOP,2,01,2019
2019-01-15,2,CURRENCY EXCHANGE,2,01,2019
2019-01-15,2,LIBRARY,2,01,2019
2019-01-15,1,HOTEL/MOTEL,2,01,2019
2019-01-15,1,TAVERN/LIQUOR STORE,2,01,2019
2019-01-15,1,VACANT LOT/LAND,2,01,2019
2019-01-15,1,BAR OR TAVERN,2,01,2019
2019-01-15,1,CHA PARKING LOT/GROUNDS,2,01,2019
2019-01-16,111,RESIDENCE,3,01,2019
2019-01-16,19,"SCHOOL, PUBLIC, BUILDING",3,01,2019
2019-01-16,85,APARTMENT,3,01,2019
2019-01-16,13,RESIDENCE PORCH/HALLWAY,3,01,2019
2019-01-16,7,GROCERY FOOD STORE,3,01,2019
2019-01-16,13,PARKING LOT/GARAGE(NON.RESID.),3,01,2019
2019-01-16,13,RESIDENTIAL YARD (FRONT/BACK),3,01,2019
2019-01-16,149,STREET,3,01,2019
2019-01-16,23,OTHER,3,01,2019
2019-01-16,23,SMALL RETAIL STORE,3,01,2019
2019-01-16,5,RESIDENCE-GARAGE,3,01,2019
2019-01-16,2,MEDICAL/DENTAL OFFICE,3,01,2019
2019-01-16,4,"SCHOOL, PUBLIC, GROUNDS",3,01,2019
2019-01-16,24,RESTAURANT,3,01,2019
2019-01-16,8,BANK,3,01,2019
2019-01-16,5,DRUG STORE,3,01,2019
2019-01-16,8,CONVENIENCE STORE,3,01,2019
2019-01-16,12,VEHICLE NON-COMMERCIAL,3,01,2019
2019-01-16,9,ALLEY,3,01,2019
2019-01-16,8,CTA TRAIN,3,01,2019
2019-01-16,2,CTA PLATFORM,3,01,2019
2019-01-16,55,SIDEWALK,3,01,2019
2019-01-16,1,CURRENCY EXCHANGE,3,01,2019
2019-01-16,1,VEHICLE-COMMERCIAL,3,01,2019
2019-01-16,5,ATHLETIC CLUB,3,01,2019
2019-01-16,7,COMMERCIAL / BUSINESS OFFICE,3,01,2019
2019-01-16,20,DEPARTMENT STORE,3,01,2019
2019-01-16,10,GAS STATION,3,01,2019
2019-01-16,3,POLICE FACILITY/VEH PARKING LOT,3,01,2019
2019-01-16,1,NURSING / RETIREMENT HOME,3,01,2019
2019-01-16,1,FIRE STATION,3,01,2019
2019-01-16,3,SPORTS ARENA/STADIUM,3,01,2019
2019-01-16,5,HOSPITAL BUILDING/GROUNDS,3,01,2019
2019-01-16,3,NURSING HOME/RETIREMENT HOME,3,01,2019
2019-01-16,1,"SCHOOL, PRIVATE, GROUNDS",3,01,2019
2019-01-16,3,,3,01,2019
2019-01-16,2,OTHER COMMERCIAL TRANSPORTATION,3,01,2019
2019-01-16,2,"SCHOOL, PRIVATE, BUILDING",3,01,2019
2019-01-16,4,HOTEL/MOTEL,3,01,2019
2019-01-16,2,TAXICAB,3,01,2019
2019-01-16,1,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3,01,2019
2019-01-16,2,CTA BUS,3,01,2019
2019-01-16,3,CTA STATION,3,01,2019
2019-01-16,2,BAR OR TAVERN,3,01,2019
2019-01-16,1,AIRPORT EXTERIOR - NON-SECURE AREA,3,01,2019
2019-01-16,2,TAVERN/LIQUOR STORE,3,01,2019
2019-01-16,2,CAR WASH,3,01,2019
2019-01-16,3,CHA PARKING LOT/GROUNDS,3,01,2019
2019-01-16,2,CONSTRUCTION SITE,3,01,2019
2019-01-16,2,LIBRARY,3,01,2019
2019-01-16,1,GOVERNMENT BUILDING/PROPERTY,3,01,2019
2019-01-16,1,FACTORY/MANUFACTURING BUILDING,3,01,2019
2019-01-16,1,CHA APARTMENT,3,01,2019
2019-01-16,1,COIN OPERATED MACHINE,3,01,2019
2019-01-16,1,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,3,01,2019
2019-01-16,1,SAVINGS AND LOAN,3,01,2019
2019-01-16,1,DAY CARE CENTER,3,01,2019
2019-01-16,1,CLEANING STORE,3,01,2019
2019-01-17,18,DEPARTMENT STORE,4,01,2019
2019-01-17,21,"SCHOOL, PUBLIC, BUILDING",4,01,2019
2019-01-17,3,CTA BUS STOP,4,01,2019
2019-01-17,28,OTHER,4,01,2019
2019-01-17,117,RESIDENCE,4,01,2019
2019-01-17,1,CHA HALLWAY/STAIRWELL/ELEVATOR,4,01,2019
2019-01-17,14,RESIDENCE PORCH/HALLWAY,4,01,2019
2019-01-17,10,VEHICLE NON-COMMERCIAL,4,01,2019
2019-01-17,11,GROCERY FOOD STORE,4,01,2019
2019-01-17,49,SIDEWALK,4,01,2019
2019-01-17,8,RESIDENCE-GARAGE,4,01,2019
2019-01-17,29,RESTAURANT,4,01,2019
2019-01-17,5,HOSPITAL BUILDING/GROUNDS,4,01,2019
2019-01-17,132,STREET,4,01,2019
2019-01-17,17,PARKING LOT/GARAGE(NON.RESID.),4,01,2019
