"","crimeDate","temp","Theft"
"1007","2021-10-03",70.6,0.561224489795918
"1008","2021-10-04",66.9,0.36734693877551
"1009","2021-10-05",65.6,0.581632653061224
"1010","2021-10-06",65.6,0.469387755102041
"1011","2021-10-07",68.1,0.331632653061224
"1012","2021-10-08",67,0.5
"1013","2021-10-09",69.4,0.48469387755102
"1014","2021-10-10",73,0.448979591836735
"1015","2021-10-11",72.2,0.438775510204082
"1016","2021-10-12",63,0.433673469387755
"1017","2021-10-13",60,0.5
"1018","2021-10-14",66.7,0.448979591836735
"1019","2021-10-15",57.7,0.622448979591837
"1020","2021-10-16",52.1,0.464285714285714
"1021","2021-10-17",53.3,0.464285714285714
"1022","2021-10-18",57,0.443877551020408
"1023","2021-10-19",60.7,0.505102040816326
"1024","2021-10-20",61.3,0.489795918367347
"1025","2021-10-21",56.7,0.51530612244898
"1026","2021-10-22",47.9,0.591836734693878
"1027","2021-10-23",47.4,0.556122448979592
"1028","2021-10-24",45.7,0.295918367346939
"1029","2021-10-25",49.6,0.566326530612245
"1030","2021-10-26",49.1,0.668367346938776
"1031","2021-10-27",47.1,0.535714285714286
"1032","2021-10-28",51.3,0.489795918367347
"1033","2021-10-29",54.3,0.459183673469388
"1034","2021-10-30",54.4,0.510204081632653
"1035","2021-10-31",48.7,0.423469387755102
"1036","2021-11-01",41.4,0.494897959183673
"1037","2021-11-02",39.6,0.454081632653061
"1038","2021-11-03",36.9,0.505102040816326
"1039","2021-11-04",37.8,0.301020408163265
"1040","2021-11-05",41.5,0.423469387755102
"1041","2021-11-06",45.9,0.535714285714286
"1042","2021-11-07",52.4,0.38265306122449
"1043","2021-11-08",55.9,0.505102040816326
"1044","2021-11-09",54.7,0.530612244897959
"1045","2021-11-10",47.8,0.612244897959184
"1046","2021-11-11",52.7,0.454081632653061
"1047","2021-11-12",40.6,0.459183673469388
"1048","2021-11-13",37.1,0.489795918367347
"1049","2021-11-14",35.6,0.433673469387755
"1050","2021-11-15",32.9,0.392857142857143
"1051","2021-11-16",37.7,0.561224489795918
"1052","2021-11-17",54.7,0.469387755102041
"1053","2021-11-18",36.9,0.413265306122449
"1054","2021-11-19",32.8,0.510204081632653
"1055","2021-11-20",39.7,0.525510204081633
"1056","2021-11-21",43.5,0.301020408163265
"1057","2021-11-22",31.2,0.377551020408163
"1058","2021-11-23",31.7,0.428571428571429
"1059","2021-11-24",41.9,0.642857142857143
"1060","2021-11-25",44.1,0.107142857142857
"1061","2021-11-26",24.7,0.474489795918367
"1062","2021-11-27",33.7,0.494897959183673
"1063","2021-11-28",34.8,0.285714285714286
"1064","2021-11-29",33.1,0.596938775510204
"1065","2021-11-30",41.5,0.535714285714286
"1066","2021-12-01",41.3,0.556122448979592
"1067","2021-12-02",51.2,0.408163265306122
"1068","2021-12-03",45.7,0.571428571428571
"1069","2021-12-04",37.6,0.459183673469388
"1070","2021-12-05",37.6,0.336734693877551
"1071","2021-12-06",34.6,0.479591836734694
"1072","2021-12-07",18.3,0.418367346938776
"1073","2021-12-08",28.3,0.438775510204082
"1074","2021-12-09",34.3,0.545918367346939
"1075","2021-12-10",42,0.510204081632653
"1076","2021-12-11",45.3,0.387755102040816
"1077","2021-12-12",37.9,0.428571428571429
"1078","2021-12-13",42.5,0.505102040816326
"1079","2021-12-14",40.7,0.540816326530612
"1080","2021-12-15",56.2,0.571428571428571
"1081","2021-12-16",51.5,0.489795918367347
"1082","2021-12-17",32.9,0.591836734693878
"1083","2021-12-18",37.2,0.423469387755102
"1084","2021-12-19",32.4,0.280612244897959
"1085","2021-12-20",34.1,0.474489795918367
"1086","2021-12-21",32.4,0.392857142857143
"1087","2021-12-22",26.4,0.48469387755102
"1088","2021-12-23",34.1,0.469387755102041
"1089","2021-12-24",42.6,0.454081632653061
"1090","2021-12-25",49.1,0.142857142857143
"1091","2021-12-26",34.8,0.25
"1092","2021-12-27",39.9,0.346938775510204
"1093","2021-12-28",33.7,0.341836734693878
"1094","2021-12-29",34.7,0.362244897959184
"1095","2021-12-30",31.5,0.48469387755102
"1096","2021-12-31",36.6,0.260204081632653
