"","temp","month","CRIME_NUM"
"282",59.8,10,0.51219512195122
"283",61.6,10,0.402439024390244
"284",59.7,10,0.707317073170732
"285",42.7,10,0.817073170731707
"286",45.4,10,0.853658536585366
"287",44.7,10,0.573170731707317
"288",50,10,0.628048780487805
"289",48.8,10,0.774390243902439
"290",46,10,0.579268292682927
"291",46.8,10,0.646341463414634
"292",53.4,10,0.548780487804878
"293",56.3,10,0.804878048780488
"294",56.2,10,0.560975609756098
"295",50,10,0.652439024390244
"296",47.5,10,0.664634146341463
"297",47.1,10,0.585365853658537
"298",44.5,10,0.707317073170732
"299",42.1,10,0.359756097560976
"300",48.6,10,0.664634146341463
"301",47.1,10,0.536585365853659
"302",40.3,10,0.432926829268293
"303",36.5,10,0.475609756097561
"304",33.4,10,0.329268292682927
"305",30.9,11,0.481707317073171
"306",38,11,0.48780487804878
"307",38.8,11,0.804878048780488
"308",47.6,11,0.384146341463415
"309",37.7,11,0.408536585365854
"310",38.6,11,0.384146341463415
"311",28.3,11,0.518292682926829
"312",23,11,0.591463414634146
"313",33.6,11,0.48780487804878
"314",40.6,11,0.591463414634146
"315",28.1,11,0.25609756097561
"316",13.4,11,0.213414634146341
"317",15.7,11,0.371951219512195
"318",27.1,11,0.371951219512195
"319",27.1,11,0.75609756097561
"320",32.8,11,0.597560975609756
"321",32.9,11,0.652439024390244
"322",36.7,11,0.445121951219512
"323",37.2,11,0.560975609756098
"324",40.8,11,0.530487804878049
"325",46.5,11,0.475609756097561
"326",36,11,0.640243902439024
"327",31,11,0.670731707317073
"328",38,11,0.615853658536585
"329",44.5,11,0.567073170731707
"330",41.2,11,0.560975609756098
"331",44.4,11,0.439024390243902
"332",33.8,11,0.341463414634146
"333",35.7,11,0.396341463414634
"334",37.3,11,0.50609756097561
"335",39.3,12,0.664634146341463
"336",31.7,12,0.51219512195122
"337",32.4,12,0.548780487804878
"338",36.7,12,0.621951219512195
"339",35.7,12,0.524390243902439
"340",38.5,12,0.560975609756098
"341",30.7,12,0.628048780487805
"342",38.5,12,0.573170731707317
"343",45.8,12,0.48780487804878
"344",22,12,0.445121951219512
"345",17.9,12,0.280487804878049
"346",28,12,0.439024390243902
"347",39.7,12,0.652439024390244
"348",32.8,12,0.652439024390244
"349",23.5,12,0.445121951219512
"350",26,12,0.274390243902439
"351",24.9,12,0.5
"352",19.9,12,0.408536585365854
"353",22.9,12,0.50609756097561
"354",29.9,12,0.573170731707317
"355",37.5,12,0.670731707317073
"356",39.7,12,0.701219512195122
"357",42,12,0.554878048780488
"358",39.8,12,0.402439024390244
"359",47.5,12,0.298780487804878
"360",55.6,12,0.384146341463415
"361",36.9,12,0.646341463414634
"362",34.1,12,0.646341463414634
"363",51.9,12,0.463414634146341
"364",38.4,12,0.396341463414634
"365",26.3,12,0.414634146341463
"732",26.7,1,0.554878048780488
"733",32,1,0.274390243902439
"734",31.9,1,0.439024390243902
"735",26.9,1,0.426829268292683
"736",30.9,1,0.548780487804878
"737",33,1,0.353658536585366
"738",35.3,1,0.524390243902439
"739",33.8,1,0.542682926829268
"740",31.4,1,0.49390243902439
"741",28.9,1,0.524390243902439
"742",25.2,1,0.365853658536585
"743",30.7,1,0.49390243902439
"744",34.5,1,0.420731707317073
"745",36.3,1,0.432926829268293
"746",35.4,1,0.426829268292683
"747",33,1,0.408536585365854
"748",31.9,1,0.414634146341463
"749",28.4,1,0.414634146341463
"750",24.3,1,0.329268292682927
"751",22.7,1,0.384146341463415
"752",34,1,0.304878048780488
"753",22.8,1,0.310975609756098
"754",17.1,1,0.420731707317073
"755",29.7,1,0.536585365853659
"756",30.9,1,0.390243902439024
"757",31,1,0.152439024390244
"758",24.3,1,0.292682926829268
"759",16.8,1,0.225609756097561
"760",22,1,0.201219512195122
"761",30.5,1,0.353658536585366
"762",30.7,1,0.0609756097560976
"763",29.5,2,0.347560975609756
"764",26,2,0.317073170731707
"765",25.5,2,0.445121951219512
"766",32.2,2,0.25609756097561
"767",17.1,2,0.329268292682927
"768",8.7,2,0.280487804878049
"769",1.3,2,0.213414634146341
"770",5.4,2,0.23780487804878
"771",8.2,2,0.310975609756098
"772",9.7,2,0.268292682926829
"773",11.7,2,0.23780487804878
"774",13.8,2,0.408536585365854
"775",7.8,2,0.317073170731707
"776",0.1,2,0.189024390243902
"777",3.5,2,0.0914634146341463
"778",11.6,2,0.0975609756097561
"779",15.5,2,0.378048780487805
"780",20.6,2,0.390243902439024
"781",16.2,2,0.451219512195122
"782",16.8,2,0.548780487804878
"783",25.6,2,0.548780487804878
"784",32.7,2,0.439024390243902
"785",40.4,2,0.481707317073171
"786",42,2,0.51219512195122
"787",33.9,2,0.335365853658537
"788",33.6,2,0.378048780487805
"789",40.3,2,0.646341463414634
"790",42.8,2,0.524390243902439
"791",32.5,3,0.390243902439024
"792",29.6,3,0.469512195121951
"793",44.3,3,0.439024390243902
"794",35.7,3,0.408536585365854
"795",34.1,3,0.408536585365854
"796",36.5,3,0.475609756097561
"797",36.5,3,0.439024390243902
"798",50.8,3,0.554878048780488
"799",52.6,3,0.51219512195122
"800",61,3,0.560975609756098
"801",55.3,3,0.396341463414634
"802",45.2,3,0.530487804878049
"803",43.2,3,0.50609756097561
"804",45.4,3,0.567073170731707
"805",35,3,0.317073170731707
"806",34.8,3,0.359756097560976
"807",35.7,3,0.292682926829268
"808",38.6,3,0.280487804878049
"809",39,3,0.384146341463415
