"","month","day","year","CrimeTotalAssaultTheft.year.1","temp","Crime_Total","Theft","Assault"
"138","May","Sunday",2019,2019,62.7,0.747028862478778,0.520408163265306,0.789473684210526
"139","May","Monday",2019,2019,53.3,0.804753820033956,0.790816326530612,1
"140","May","Tuesday",2019,2019,48.5,0.66723259762309,0.596938775510204,0.578947368421053
"141","May","Wednesday",2019,2019,61.4,0.741935483870968,0.571428571428571,0.894736842105263
"142","May","Thursday",2019,2019,70.1,0.741935483870968,0.739795918367347,0.894736842105263
"143","May","Friday",2019,2019,62.3,0.869269949066214,0.831632653061224,0.87719298245614
"144","May","Saturday",2019,2019,73.6,0.916808149405772,0.770408163265306,0.824561403508772
"145","May","Sunday",2019,2019,70,0.833616298811545,0.61734693877551,0.859649122807018
"146","May","Monday",2019,2019,61.2,0.697792869269949,0.668367346938776,0.456140350877193
"147","May","Tuesday",2019,2019,64.5,0.699490662139219,0.755102040816326,0.666666666666667
"148","May","Wednesday",2019,2019,59.5,0.684210526315789,0.714285714285714,0.842105263157895
"149","May","Thursday",2019,2019,66,0.696095076400679,0.755102040816326,0.508771929824561
"150","May","Friday",2019,2019,70.5,0.842105263157895,0.755102040816326,0.929824561403509
"151","Jun","Saturday",2019,2019,71,1,0.816326530612245,0.614035087719298
"152","Jun","Sunday",2019,2019,60.1,0.67741935483871,0.642857142857143,0.947368421052632
"153","Jun","Monday",2019,2019,57.8,0.629881154499151,0.668367346938776,0.842105263157895
"154","Jun","Tuesday",2019,2019,64.2,0.741935483870968,0.668367346938776,0.912280701754386
"155","Jun","Wednesday",2019,2019,74.4,0.772495755517827,0.816326530612245,0.929824561403509
"156","Jun","Thursday",2019,2019,65.5,0.689303904923599,0.744897959183674,0.578947368421053
"157","Jun","Friday",2019,2019,66.2,0.828522920203735,0.75,0.666666666666667
"158","Jun","Saturday",2019,2019,67,0.938879456706282,0.943877551020408,0.719298245614035
"159","Jun","Sunday",2019,2019,68.8,0.797962648556876,0.75,0.824561403508772
"160","Jun","Monday",2019,2019,66.7,0.787775891341256,0.826530612244898,0.649122807017544
"161","Jun","Tuesday",2019,2019,68.8,0.750424448217317,0.760204081632653,0.807017543859649
"162","Jun","Wednesday",2019,2019,67.4,0.645161290322581,0.76530612244898,0.43859649122807
"163","Jun","Thursday",2019,2019,57.9,0.621392190152801,0.709183673469388,0.491228070175439
"164","Jun","Friday",2019,2019,64.8,0.799660441426146,0.775510204081633,0.912280701754386
"165","Jun","Saturday",2019,2019,66.5,0.843803056027165,0.714285714285714,0.789473684210526
"166","Jun","Sunday",2019,2019,57,0.6553480475382,0.556122448979592,0.771929824561403
"167","Jun","Monday",2019,2019,59,0.707979626485569,0.693877551020408,0.912280701754386
"168","Jun","Tuesday",2019,2019,63.9,0.646859083191851,0.719387755102041,0.491228070175439
"169","Jun","Wednesday",2019,2019,66.6,0.803056027164686,0.729591836734694,0.894736842105263
"170","Jun","Thursday",2019,2019,60,0.67572156196944,0.724489795918367,0.894736842105263
"171","Jun","Friday",2019,2019,62.8,0.753820033955857,0.826530612244898,0.666666666666667
"172","Jun","Saturday",2019,2019,66.5,0.831918505942275,0.918367346938776,0.666666666666667
"173","Jun","Sunday",2019,2019,73.1,0.804753820033956,0.683673469387755,0.754385964912281
"174","Jun","Monday",2019,2019,71.3,0.806451612903226,0.755102040816326,0.754385964912281
"175","Jun","Tuesday",2019,2019,72,0.762308998302207,0.831632653061224,0.771929824561403
"176","Jun","Wednesday",2019,2019,78.2,0.786078098471986,0.897959183673469,0.701754385964912
"177","Jun","Thursday",2019,2019,77.2,0.704584040747029,0.770408163265306,0.701754385964912
"178","Jun","Friday",2019,2019,75.7,0.867572156196944,0.887755102040816,0.719298245614035
"179","Jun","Saturday",2019,2019,78.4,0.898132427843803,0.887755102040816,0.526315789473684
"180","Jun","Sunday",2019,2019,77.7,0.796264855687606,0.801020408163265,0.631578947368421
"181","Jul","Monday",2019,2019,77.1,0.976230899830221,0.943877551020408,0.649122807017544
"182","Jul","Tuesday",2019,2019,83.9,0.736842105263158,0.673469387755102,0.771929824561403
"183","Jul","Wednesday",2019,2019,77.6,0.801358234295416,0.790816326530612,0.824561403508772
"184","Jul","Thursday",2019,2019,78.1,0.787775891341256,0.525510204081633,0.578947368421053
"185","Jul","Friday",2019,2019,81.4,0.943972835314092,0.744897959183674,0.771929824561403
"186","Jul","Saturday",2019,2019,77.7,0.816638370118846,0.724489795918367,0.631578947368421
"187","Jul","Sunday",2019,2019,70.2,0.747028862478778,0.607142857142857,0.614035087719298
"188","Jul","Monday",2019,2019,70.8,0.845500848896435,0.918367346938776,0.631578947368421
"189","Jul","Tuesday",2019,2019,74.2,0.692699490662139,0.607142857142857,0.719298245614035
"190","Jul","Wednesday",2019,2019,83.4,0.852292020373514,0.908163265306122,0.87719298245614
"191","Jul","Thursday",2019,2019,77.5,0.730050933786078,0.637755102040816,1
"192","Jul","Friday",2019,2019,71.8,0.769100169779287,0.75,0.56140350877193
"193","Jul","Saturday",2019,2019,81.9,0.945670628183362,0.729591836734694,0.596491228070175
"194","Jul","Sunday",2019,2019,79.4,0.772495755517827,0.709183673469388,0.491228070175439
"195","Jul","Monday",2019,2019,81,0.826825127334465,0.88265306122449,0.719298245614035
"196","Jul","Tuesday",2019,2019,77.2,0.713073005093379,0.75,0.684210526315789
"197","Jul","Wednesday",2019,2019,80.5,0.794567062818336,0.948979591836735,0.736842105263158
"198","Jul","Thursday",2019,2019,77.4,0.721561969439728,0.831632653061224,0.473684210526316
"199","Jul","Friday",2019,2019,85.5,0.792869269949066,0.775510204081633,0.614035087719298
"200","Jul","Saturday",2019,2019,85,0.835314091680815,0.86734693877551,0.631578947368421
"201","Jul","Sunday",2019,2019,73.6,0.745331069609508,0.698979591836735,0.719298245614035
"202","Jul","Monday",2019,2019,70.3,0.772495755517827,0.862244897959184,0.719298245614035
"203","Jul","Tuesday",2019,2019,69.9,0.769100169779287,0.928571428571429,0.456140350877193
"204","Jul","Wednesday",2019,2019,71.2,0.696095076400679,0.903061224489796,0.771929824561403
"205","Jul","Thursday",2019,2019,73.3,0.789473684210526,0.86734693877551,0.543859649122807
"206","Jul","Friday",2019,2019,75.6,0.814940577249576,0.862244897959184,0.736842105263158
"207","Jul","Saturday",2019,2019,79.7,0.833616298811545,0.913265306122449,0.543859649122807
"208","Jul","Sunday",2019,2019,81.1,0.845500848896435,0.719387755102041,0.543859649122807
"209","Jul","Monday",2019,2019,77.3,0.814940577249576,0.831632653061224,0.649122807017544
"210","Jul","Tuesday",2019,2019,73.2,0.750424448217317,0.857142857142857,0.614035087719298
"211","Jul","Wednesday",2019,2019,68.6,0.641765704584041,0.816326530612245,0.403508771929825
"212","Aug","Thursday",2019,2019,68.5,0.99320882852292,1.14795918367347,0.596491228070175
"213","Aug","Friday",2019,2019,72,0.926994906621392,1.23469387755102,0.56140350877193
"214","Aug","Saturday",2019,2019,75.4,0.906621392190153,1,0.649122807017544
"215","Aug","Sunday",2019,2019,78.7,0.860780984719864,0.969387755102041,0.596491228070175
"216","Aug","Monday",2019,2019,78.8,0.804753820033956,0.760204081632653,0.719298245614035
"217","Aug","Tuesday",2019,2019,76.1,0.762308998302207,0.719387755102041,0.649122807017544
"218","Aug","Wednesday",2019,2019,76.7,0.753820033955857,0.744897959183674,0.43859649122807
"219","Aug","Thursday",2019,2019,79.1,0.823429541595925,0.964285714285714,0.456140350877193
"220","Aug","Friday",2019,2019,72.7,0.782682512733446,0.887755102040816,0.508771929824561
"221","Aug","Saturday",2019,2019,74.2,0.789473684210526,0.698979591836735,0.754385964912281
"222","Aug","Sunday",2019,2019,74.4,0.792869269949066,0.755102040816326,0.543859649122807
"223","Aug","Monday",2019,2019,76,0.634974533106961,0.852040816326531,0.578947368421053
"224","Aug","Tuesday",2019,2019,75.2,0.724957555178268,0.846938775510204,0.526315789473684
"225","Aug","Wednesday",2019,2019,71.9,0.777589134125637,0.785714285714286,0.771929824561403
"226","Aug","Thursday",2019,2019,70.1,0.813242784380306,0.887755102040816,0.947368421052632
"227","Aug","Friday",2019,2019,71.8,0.743633276740238,0.755102040816326,0.666666666666667
"228","Aug","Saturday",2019,2019,73.3,0.808149405772496,0.780612244897959,0.596491228070175
"229","Aug","Sunday",2019,2019,73.5,0.719864176570458,0.581632653061224,0.473684210526316
"230","Aug","Monday",2019,2019,75.6,0.767402376910017,0.678571428571429,0.754385964912281
"231","Aug","Tuesday",2019,2019,74.3,0.67402376910017,0.693877551020408,0.631578947368421
"232","Aug","Wednesday",2019,2019,73.1,0.65704584040747,0.816326530612245,0.403508771929825
"233","Aug","Thursday",2019,2019,71.4,0.711375212224109,0.795918367346939,0.578947368421053
"234","Aug","Friday",2019,2019,67.6,0.757215619694397,0.933673469387755,0.543859649122807
"235","Aug","Saturday",2019,2019,66.8,0.820033955857385,0.816326530612245,0.543859649122807
"236","Aug","Sunday",2019,2019,68.6,0.733446519524618,0.607142857142857,0.684210526315789
"237","Aug","Monday",2019,2019,70.2,0.67062818336163,0.663265306122449,0.719298245614035
"238","Aug","Tuesday",2019,2019,71.6,0.67402376910017,0.795918367346939,0.403508771929825
"239","Aug","Wednesday",2019,2019,68.2,0.709677419354839,0.943877551020408,0.684210526315789
"240","Aug","Thursday",2019,2019,69.8,0.743633276740238,0.846938775510204,0.473684210526316
"241","Aug","Friday",2019,2019,69.6,0.733446519524618,0.688775510204082,0.631578947368421
"242","Aug","Saturday",2019,2019,66.9,0.745331069609508,0.826530612244898,0.456140350877193
"243","Sep","Sunday",2019,2019,66.9,0.945670628183362,0.816326530612245,0.56140350877193
"244","Sep","Monday",2019,2019,70,0.750424448217317,0.775510204081633,0.736842105263158
"245","Sep","Tuesday",2019,2019,72.3,0.585738539898132,0.698979591836735,0.508771929824561
"246","Sep","Wednesday",2019,2019,67.6,0.590831918505942,0.790816326530612,0.56140350877193
"247","Sep","Thursday",2019,2019,63.9,0.533106960950764,0.673469387755102,0.403508771929825
"248","Sep","Friday",2019,2019,67.3,0.743633276740238,0.801020408163265,0.473684210526316
"249","Sep","Saturday",2019,2019,66.3,0.68251273344652,0.739795918367347,0.666666666666667
"250","Sep","Sunday",2019,2019,65.1,0.65365025466893,0.545918367346939,0.614035087719298
"251","Sep","Monday",2019,2019,66.5,0.752122241086587,0.744897959183674,0.631578947368421
"252","Sep","Tuesday",2019,2019,78,0.65365025466893,0.76530612244898,0.684210526315789
"253","Sep","Wednesday",2019,2019,80.5,0.704584040747029,0.678571428571429,0.491228070175439
"254","Sep","Thursday",2019,2019,71.9,0.764006791171477,0.897959183673469,0.894736842105263
"255","Sep","Friday",2019,2019,72.7,0.818336162988115,0.816326530612245,0.56140350877193
"256","Sep","Saturday",2019,2019,66.7,0.728353140916808,0.688775510204082,0.614035087719298
"257","Sep","Sunday",2019,2019,70.6,0.764006791171477,0.571428571428571,0.842105263157895
"258","Sep","Monday",2019,2019,71.2,0.799660441426146,0.836734693877551,0.719298245614035
"259","Sep","Tuesday",2019,2019,69.3,0.757215619694397,0.678571428571429,0.807017543859649
"260","Sep","Wednesday",2019,2019,70.9,0.713073005093379,0.704081632653061,0.912280701754386
"261","Sep","Thursday",2019,2019,72.2,0.770797962648557,0.719387755102041,0.719298245614035
"262","Sep","Friday",2019,2019,74.1,0.816638370118846,0.923469387755102,0.578947368421053
"263","Sep","Saturday",2019,2019,75.1,0.716468590831918,0.73469387755102,0.596491228070175
"264","Sep","Sunday",2019,2019,72.2,0.544991511035654,0.612244897959184,0.333333333333333
"265","Sep","Monday",2019,2019,66.7,0.731748726655348,0.795918367346939,0.754385964912281
"266","Sep","Tuesday",2019,2019,66.9,0.716468590831918,0.780612244897959,0.578947368421053
"267","Sep","Wednesday",2019,2019,70.3,0.641765704584041,0.653061224489796,0.666666666666667
"268","Sep","Thursday",2019,2019,65.5,0.634974533106961,0.668367346938776,0.491228070175439
"269","Sep","Friday",2019,2019,63.3,0.565365025466893,0.673469387755102,0.298245614035088
"270","Sep","Saturday",2019,2019,61.3,0.619694397283531,0.673469387755102,0.526315789473684
"271","Sep","Sunday",2019,2019,60.9,0.641765704584041,0.693877551020408,0.508771929824561
"272","Sep","Monday",2019,2019,71.2,0.709677419354839,0.801020408163265,0.526315789473684
"273","Oct","Tuesday",2019,2019,78.6,0.928692699490662,0.811224489795918,0.807017543859649
"274","Oct","Wednesday",2019,2019,65.9,0.67062818336163,0.785714285714286,0.631578947368421
"275","Oct","Thursday",2019,2019,60.7,0.67062818336163,0.73469387755102,0.789473684210526
"276","Oct","Friday",2019,2019,51.8,0.646859083191851,0.744897959183674,0.491228070175439
"277","Oct","Saturday",2019,2019,54.6,0.65874363327674,0.704081632653061,0.473684210526316
"278","Oct","Sunday",2019,2019,58.6,0.568760611205433,0.693877551020408,0.543859649122807
"279","Oct","Monday",2019,2019,58.6,0.697792869269949,0.673469387755102,0.649122807017544
"280","Oct","Tuesday",2019,2019,57.1,0.640067911714771,0.709183673469388,0.754385964912281
"281","Oct","Wednesday",2019,2019,59.8,0.67741935483871,0.668367346938776,0.543859649122807
"282","Oct","Thursday",2019,2019,61.6,0.529711375212224,0.540816326530612,0.403508771929825
"283","Oct","Friday",2019,2019,59.7,0.66723259762309,0.76530612244898,0.719298245614035
"284","Oct","Saturday",2019,2019,42.7,0.66893039049236,0.739795918367347,0.350877192982456
"285","Oct","Sunday",2019,2019,45.4,0.614601018675722,0.663265306122449,0.333333333333333
"286","Oct","Monday",2019,2019,44.7,0.595925297113752,0.693877551020408,0.526315789473684
"287","Oct","Tuesday",2019,2019,50,0.694397283531409,0.801020408163265,0.719298245614035
"288","Oct","Wednesday",2019,2019,48.8,0.689303904923599,0.785714285714286,0.43859649122807
"289","Oct","Thursday",2019,2019,46,0.578947368421053,0.704081632653061,0.421052631578947
"290","Oct","Friday",2019,2019,46.8,0.626485568760611,0.688775510204082,0.596491228070175
"291","Oct","Saturday",2019,2019,53.4,0.650254668930391,0.602040816326531,0.526315789473684
"292","Oct","Sunday",2019,2019,56.3,0.65365025466893,0.612244897959184,0.649122807017544
"293","Oct","Monday",2019,2019,56.2,0.640067911714771,0.642857142857143,0.508771929824561
"294","Oct","Tuesday",2019,2019,50,0.550084889643463,0.556122448979592,0.543859649122807
"295","Oct","Wednesday",2019,2019,47.5,0.619694397283531,0.739795918367347,0.666666666666667
"296","Oct","Thursday",2019,2019,47.1,0.646859083191851,0.841836734693878,0.526315789473684
"297","Oct","Friday",2019,2019,44.5,0.706281833616299,0.913265306122449,0.43859649122807
"298","Oct","Saturday",2019,2019,42.1,0.380305602716469,0.489795918367347,0.228070175438596
"299","Oct","Sunday",2019,2019,48.6,0.621392190152801,0.704081632653061,0.385964912280702
"300","Oct","Monday",2019,2019,47.1,0.551782682512733,0.63265306122449,0.526315789473684
"301","Oct","Tuesday",2019,2019,40.3,0.509337860780985,0.683673469387755,0.526315789473684
"302","Oct","Wednesday",2019,2019,36.5,0.412563667232598,0.561224489795918,0.421052631578947
"303","Oct","Thursday",2019,2019,33.4,0.431239388794567,0.596938775510204,0.543859649122807
"304","Nov","Friday",2019,2019,30.9,0.886247877758913,0.806122448979592,0.491228070175439
"305","Nov","Saturday",2019,2019,38,0.558573853989813,0.622448979591837,0.596491228070175
"306","Nov","Sunday",2019,2019,38.8,0.6553480475382,0.658163265306122,0.789473684210526
"307","Nov","Monday",2019,2019,47.6,0.572156196943973,0.724489795918367,0.333333333333333
"308","Nov","Tuesday",2019,2019,37.7,0.511035653650255,0.51530612244898,0.385964912280702
"309","Nov","Wednesday",2019,2019,38.6,0.553480475382003,0.51530612244898,0.578947368421053
"310","Nov","Thursday",2019,2019,28.3,0.558573853989813,0.688775510204082,0.56140350877193
"311","Nov","Friday",2019,2019,23,0.585738539898132,0.607142857142857,0.421052631578947
"312","Nov","Saturday",2019,2019,33.6,0.636672325976231,0.653061224489796,0.385964912280702
"313","Nov","Sunday",2019,2019,40.6,0.538200339558574,0.397959183673469,0.280701754385965
"314","Nov","Monday",2019,2019,28.1,0.269949066213922,0.377551020408163,0.157894736842105
"315","Nov","Tuesday",2019,2019,13.4,0.359932088285229,0.576530612244898,0.210526315789474
"316","Nov","Wednesday",2019,2019,15.7,0.412563667232598,0.586734693877551,0.192982456140351
"317","Nov","Thursday",2019,2019,27.1,0.412563667232598,0.653061224489796,0.596491228070175
"318","Nov","Friday",2019,2019,27.1,0.718166383701188,0.801020408163265,0.385964912280702
"319","Nov","Saturday",2019,2019,32.8,0.558573853989813,0.581632653061224,0.385964912280702
"320","Nov","Sunday",2019,2019,32.9,0.623089983022071,0.688775510204082,0.157894736842105
"321","Nov","Monday",2019,2019,36.7,0.590831918505942,0.678571428571429,0.578947368421053
"322","Nov","Tuesday",2019,2019,37.2,0.597623089983022,0.668367346938776,0.526315789473684
"323","Nov","Wednesday",2019,2019,40.8,0.66893039049236,0.755102040816326,0.631578947368421
"324","Nov","Thursday",2019,2019,46.5,0.555178268251273,0.622448979591837,0.526315789473684
"325","Nov","Friday",2019,2019,36,0.66553480475382,0.647959183673469,0.473684210526316
"326","Nov","Saturday",2019,2019,31,0.623089983022071,0.724489795918367,0.456140350877193
"327","Nov","Sunday",2019,2019,38,0.616298811544992,0.607142857142857,0.543859649122807
"328","Nov","Monday",2019,2019,44.5,0.609507640067912,0.806122448979592,0.333333333333333
"329","Nov","Tuesday",2019,2019,41.2,0.582342954159593,0.714285714285714,0.385964912280702
"330","Nov","Wednesday",2019,2019,44.4,0.512733446519525,0.683673469387755,0.596491228070175
"331","Nov","Thursday",2019,2019,33.8,0.293718166383701,0.311224489795918,0.263157894736842
"332","Nov","Friday",2019,2019,35.7,0.533106960950764,0.622448979591837,0.333333333333333
